Código;Descripción corta;UdM base;Tipo;Perfil logístico
1S5IGEFE%CQ37;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGEFE%CQ38;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGEFE%CQ39;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGEFE%CQ40;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGFILE%AR35;BORCEGO CON LOGO;UN;CALZADO;
1S5IGFILE%AR36;BORCEGO CON LOGO;UN;CALZADO;
1S5IGFILE%AR37;BORCEGO CON LOGO;UN;CALZADO;
1S5IGFILE%AR38;BORCEGO CON LOGO;UN;CALZADO;
1S5IGFILE%AR39;BORCEGO CON LOGO;UN;CALZADO;
1S5IGFILE%AR40;BORCEGO CON LOGO;UN;CALZADO;
1S5IGFILE%CQ35;BORCEGO CON LOGO;UN;CALZADO;
1S5IGFILE%CQ36;BORCEGO CON LOGO;UN;CALZADO;
1S5IGFILE%CQ37;BORCEGO CON LOGO;UN;CALZADO;
1S5IGFILE%CQ38;BORCEGO CON LOGO;UN;CALZADO;
1S5IGFILE%CQ39;BORCEGO CON LOGO;UN;CALZADO;
1S5IGFILE%CQ40;BORCEGO CON LOGO;UN;CALZADO;
1S5IGGARD%CQ35;BOTA VOLCADA CON TACHAS;UN;CALZADO;
1S5IGGARD%CQ36;BOTA VOLCADA CON TACHAS;UN;CALZADO;
1S5IGGARD%CQ37;BOTA VOLCADA CON TACHAS;UN;CALZADO;
1S5IGGARD%CQ38;BOTA VOLCADA CON TACHAS;UN;CALZADO;
1S5IGGARD%CQ39;BOTA VOLCADA CON TACHAS;UN;CALZADO;
1S5IGGARD%CQ40;BOTA VOLCADA CON TACHAS;UN;CALZADO;
1S5IGGENUX%MR35;BOTA ALTA;UN;CALZADO;
1S5IGGENUX%MR36;BOTA ALTA;UN;CALZADO;
1S5IGGENUX%MR37;BOTA ALTA;UN;CALZADO;
1S5IGGENUX%MR38;BOTA ALTA;UN;CALZADO;
1S5IGGENUX%MR39;BOTA ALTA;UN;CALZADO;
1S5IGGENUX%MR40;BOTA ALTA;UN;CALZADO;
1S5IGGLENN%CQ35;BORCEGO CAÑA ALTA;UN;CALZADO;
1S5IGGLENN%CQ36;BORCEGO CAÑA ALTA;UN;CALZADO;
1S5IGGLENN%CQ37;BORCEGO CAÑA ALTA;UN;CALZADO;
1S5IGGLENN%CQ38;BORCEGO CAÑA ALTA;UN;CALZADO;
1S5IGGLENN%CQ39;BORCEGO CAÑA ALTA;UN;CALZADO;
1S5IGGLENN%CQ40;BORCEGO CAÑA ALTA;UN;CALZADO;
1S5IGHOSS%CQ35;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGHOSS%CQ36;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGHOSS%CQ37;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGHOSS%CQ38;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGHOSS%CQ39;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGHOSS%CQ40;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGJOLT%AR35;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGJOLT%AR36;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGJOLT%AR37;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGJOLT%AR38;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGJOLT%AR39;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGJOLT%AR40;BOTINETA CON CAÑA VOLCADA;UN;CALZADO;
1S5IGKANI%AR35;BOTINETA CHELSEA;UN;CALZADO;
1S5IGKANI%AR36;BOTINETA CHELSEA;UN;CALZADO;
1S5IGKANI%AR37;BOTINETA CHELSEA;UN;CALZADO;
1S5IGKANI%AR38;BOTINETA CHELSEA;UN;CALZADO;
1S5IGKANI%AR39;BOTINETA CHELSEA;UN;CALZADO;
1S5IGKANI%AR40;BOTINETA CHELSEA;UN;CALZADO;
1S5IGKOV%CQ35;BOTA CON CINTURONES;UN;CALZADO;
1S5IGKOV%CQ36;BOTA CON CINTURONES;UN;CALZADO;
1S5IGKOV%CQ37;BOTA CON CINTURONES;UN;CALZADO;
1S5IGKOV%CQ38;BOTA CON CINTURONES;UN;CALZADO;
1S5IGKOV%CQ39;BOTA CON CINTURONES;UN;CALZADO;
1S5IGKOV%CQ40;BOTA CON CINTURONES;UN;CALZADO;
1S5IGLAKE%CQ35;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IGLAKE%CQ36;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IGLAKE%CQ37;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IGLAKE%CQ38;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IGLAKE%CQ39;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IGLAKE%CQ40;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IGLEX%CQ35;SLIPPER DE GAMUZON;UN;CALZADO;
1S5IGLEX%CQ36;SLIPPER DE GAMUZON;UN;CALZADO;
1S5IGLEX%CQ37;SLIPPER DE GAMUZON;UN;CALZADO;
1S5IGLEX%CQ38;SLIPPER DE GAMUZON;UN;CALZADO;
1S5IGLEX%CQ39;SLIPPER DE GAMUZON;UN;CALZADO;
1S5IGLEX%CQ40;SLIPPER DE GAMUZON;UN;CALZADO;
1S5IGLEY%CQ35;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5IGLEY%CQ36;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5IGLEY%CQ37;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5IGLEY%CQ38;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5IGLEY%CQ39;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5IGLEY%CQ40;BOTINETA CON ESTRIBO;UN;CALZADO;
1S5IGMAF%CQ35;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5IGMAF%CQ36;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5IGMAF%CQ37;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5IGMAF%CQ38;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5IGMAF%CQ39;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5IGMAF%CQ40;BOTA TEXANA CON GOFRADO;UN;CALZADO;
1S5IGMELU%CQ35;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMELU%CQ36;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMELU%CQ37;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMELU%CQ38;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMELU%CQ39;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMELU%CQ40;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMELU%NG35;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMELU%NG36;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMELU%NG37;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMELU%NG38;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMELU%NG39;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMELU%NG40;BORCEGO CON LOGOS;UN;CALZADO;
1S5IGMIMA%CQ35;NAUTICO PELUDO;UN;CALZADO;
1S5IGMIMA%CQ36;NAUTICO PELUDO;UN;CALZADO;
1S5IGMIMA%CQ37;NAUTICO PELUDO;UN;CALZADO;
1S5IGMIMA%CQ38;NAUTICO PELUDO;UN;CALZADO;
1S5IGMIMA%CQ39;NAUTICO PELUDO;UN;CALZADO;
1S5IGMIMA%CQ40;NAUTICO PELUDO;UN;CALZADO;
1S5IGMIMA%NG35;NAUTICO PELUDO;UN;CALZADO;
1S5IGMIMA%NG36;NAUTICO PELUDO;UN;CALZADO;
1S5IGMIMA%NG37;NAUTICO PELUDO;UN;CALZADO;
1S5IGMIMA%NG38;NAUTICO PELUDO;UN;CALZADO;
1S5IGMIMA%NG39;NAUTICO PELUDO;UN;CALZADO;
1S5IGMIMA%NG40;NAUTICO PELUDO;UN;CALZADO;
1S5IGOPI%AR35;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%AR36;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%AR37;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%AR38;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%AR39;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%AR40;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%CQ35;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%CQ36;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%CQ37;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%CQ38;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%CQ39;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%CQ40;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%NG35;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%NG36;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%NG37;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%NG38;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%NG39;ZUECO CON PIEL;UN;CALZADO;
1S5IGOPI%NG40;ZUECO CON PIEL;UN;CALZADO;
1S5IGRUMI%CQ35;ZUECO DE GAMUZON;UN;CALZADO;
1S5IGRUMI%CQ36;ZUECO DE GAMUZON;UN;CALZADO;
1S5IGRUMI%CQ37;ZUECO DE GAMUZON;UN;CALZADO;
1S5IGRUMI%CQ38;ZUECO DE GAMUZON;UN;CALZADO;
1S5IGRUMI%CQ39;ZUECO DE GAMUZON;UN;CALZADO;
1S5IGRUMI%CQ40;ZUECO DE GAMUZON;UN;CALZADO;
1S5IGSUAD%CQ35;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGSUAD%CQ36;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGSUAD%CQ37;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGSUAD%CQ38;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGSUAD%CQ39;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGSUAD%CQ40;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGSUAD%NG35;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGSUAD%NG36;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGSUAD%NG37;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGSUAD%NG38;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGSUAD%NG39;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGSUAD%NG40;BORCEGO TIPO PRESKI;UN;CALZADO;
1S5IGTOUCH%CQ35;BOTA CON ESTRIBO;UN;CALZADO;
1S5IGTOUCH%CQ36;BOTA CON ESTRIBO;UN;CALZADO;
1S5IGTOUCH%CQ37;BOTA CON ESTRIBO;UN;CALZADO;
1S5IGTOUCH%CQ38;BOTA CON ESTRIBO;UN;CALZADO;
1S5IGTOUCH%CQ39;BOTA CON ESTRIBO;UN;CALZADO;
1S5IGTOUCH%CQ40;BOTA CON ESTRIBO;UN;CALZADO;
1S5IGYUNI%CQ35;BOTINETA VOLCADA;UN;CALZADO;
1S5IGYUNI%CQ36;BOTINETA VOLCADA;UN;CALZADO;
1S5IGYUNI%CQ37;BOTINETA VOLCADA;UN;CALZADO;
1S5IGYUNI%CQ38;BOTINETA VOLCADA;UN;CALZADO;
1S5IGYUNI%CQ39;BOTINETA VOLCADA;UN;CALZADO;
1S5IGYUNI%CQ40;BOTINETA VOLCADA;UN;CALZADO;
1S5IGYUNI%NG35;BOTINETA VOLCADA;UN;CALZADO;
1S5IGYUNI%NG36;BOTINETA VOLCADA;UN;CALZADO;
1S5IGYUNI%NG37;BOTINETA VOLCADA;UN;CALZADO;
1S5IGYUNI%NG38;BOTINETA VOLCADA;UN;CALZADO;
1S5IGYUNI%NG39;BOTINETA VOLCADA;UN;CALZADO;
1S5IGYUNI%NG40;BOTINETA VOLCADA;UN;CALZADO;
1S5IHATTI%KC35;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHATTI%KC36;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHATTI%KC37;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHATTI%KC38;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHATTI%KC39;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHATTI%KC40;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHATTI%NG35;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHATTI%NG36;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHATTI%NG37;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHATTI%NG38;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHATTI%NG39;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHATTI%NG40;BOTA ALTA DE CHAROL;UN;CALZADO;
1S5IHBENKO%KC35;BOTINETA DE CHAROL;UN;CALZADO;
1S5IHBENKO%KC36;BOTINETA DE CHAROL;UN;CALZADO;
1S5IHBENKO%KC37;BOTINETA DE CHAROL;UN;CALZADO;
1S5IHBENKO%KC38;BOTINETA DE CHAROL;UN;CALZADO;
1S5IHBENKO%KC39;BOTINETA DE CHAROL;UN;CALZADO;
1S5IHBENKO%KC40;BOTINETA DE CHAROL;UN;CALZADO;
1S5IHFURR%NG35;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IHFURR%NG36;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IHFURR%NG37;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IHFURR%NG38;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IHFURR%NG39;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IHFURR%NG40;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IHHUANG%NG35;BOTINETA CON TACO Y PLATAFORMA;UN;CALZADO;
1S5IHHUANG%NG36;BOTINETA CON TACO Y PLATAFORMA;UN;CALZADO;
1S5IHHUANG%NG37;BOTINETA CON TACO Y PLATAFORMA;UN;CALZADO;
1S5IHHUANG%NG38;BOTINETA CON TACO Y PLATAFORMA;UN;CALZADO;
1S5IHHUANG%NG39;BOTINETA CON TACO Y PLATAFORMA;UN;CALZADO;
1S5IHHUANG%NG40;BOTINETA CON TACO Y PLATAFORMA;UN;CALZADO;
1S5IHLAKE%NG35;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLAKE%NG36;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLAKE%NG37;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLAKE%NG38;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLAKE%NG39;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLAKE%NG40;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLAKE%RT35;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLAKE%RT36;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLAKE%RT37;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLAKE%RT38;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLAKE%RT39;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLAKE%RT40;BOTA CALCE DIRECTO;UN;CALZADO;
1S5IHLUREN%KC35;STILETTO CON PUNTERA;UN;CALZADO;
1S5IHLUREN%KC36;STILETTO CON PUNTERA;UN;CALZADO;
1S5IHLUREN%KC37;STILETTO CON PUNTERA;UN;CALZADO;
1S5IHLUREN%KC38;STILETTO CON PUNTERA;UN;CALZADO;
1S5IHLUREN%KC39;STILETTO CON PUNTERA;UN;CALZADO;
1S5IHLUREN%KC40;STILETTO CON PUNTERA;UN;CALZADO;
1S5IHZABY%NG35;BOTA TEXANA;UN;CALZADO;
1S5IHZABY%NG36;BOTA TEXANA;UN;CALZADO;
1S5IHZABY%NG37;BOTA TEXANA;UN;CALZADO;
1S5IHZABY%NG38;BOTA TEXANA;UN;CALZADO;
1S5IHZABY%NG39;BOTA TEXANA;UN;CALZADO;
1S5IHZABY%NG40;BOTA TEXANA;UN;CALZADO;
1S5IHZABY%RT35;BOTA TEXANA;UN;CALZADO;
1S5IHZABY%RT36;BOTA TEXANA;UN;CALZADO;
1S5IHZABY%RT37;BOTA TEXANA;UN;CALZADO;
1S5IHZABY%RT38;BOTA TEXANA;UN;CALZADO;
1S5IHZABY%RT39;BOTA TEXANA;UN;CALZADO;
1S5IHZABY%RT40;BOTA TEXANA;UN;CALZADO;
1S5IIYATU%CQ35;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%CQ36;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%CQ37;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%CQ38;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%CQ39;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%CQ40;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%KC35;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%KC36;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%KC37;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%KC38;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%KC39;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%KC40;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%NG35;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%NG36;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%NG37;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%NG38;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%NG39;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%NG40;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%VD35;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%VD36;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%VD37;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%VD38;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%VD39;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IIYATU%VD40;BOTINETA CHELSEA DE LLUVIA;UN;CALZADO;
1S5IKBENKO%NG35;BOTINETA DE CROCO;UN;CALZADO;
1S5IKBENKO%NG36;BOTINETA DE CROCO;UN;CALZADO;
1S5IKBENKO%NG37;BOTINETA DE CROCO;UN;CALZADO;
1S5IKBENKO%NG38;BOTINETA DE CROCO;UN;CALZADO;
1S5IKBENKO%NG39;BOTINETA DE CROCO;UN;CALZADO;
1S5IKBENKO%NG40;BOTINETA DE CROCO;UN;CALZADO;
1S5IKCELEB%MB35;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%MB36;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%MB37;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%MB38;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%MB39;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%MB40;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%NG35;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%NG36;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%NG37;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%NG38;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%NG39;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%NG40;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%RT35;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%RT36;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%RT37;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%RT38;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%RT39;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%RT40;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%VD35;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%VD36;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%VD37;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%VD38;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%VD39;STILETTO CON MARCA;UN;CALZADO;
1S5IKCELEB%VD40;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%AC35;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%AC36;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%AC37;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%AC38;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%AC39;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%AC40;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%LG35;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%LG36;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%LG37;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%LG38;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%LG39;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%LG40;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RJ35;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RJ36;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RJ37;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RJ38;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RJ39;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RJ40;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RT35;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RT36;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RT37;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RT38;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RT39;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%RT40;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%VD35;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%VD36;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%VD37;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%VD38;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%VD39;STILETTO CON MARCA;UN;CALZADO;
1S5IKGARDEN%VD40;STILETTO CON MARCA;UN;CALZADO;
1S5IKLUREN%NG35;STILETTO CON PUNTERA;UN;CALZADO;
1S5IKLUREN%NG36;STILETTO CON PUNTERA;UN;CALZADO;
1S5IKLUREN%NG37;STILETTO CON PUNTERA;UN;CALZADO;
1S5IKLUREN%NG38;STILETTO CON PUNTERA;UN;CALZADO;
1S5IKLUREN%NG39;STILETTO CON PUNTERA;UN;CALZADO;
1S5IKLUREN%NG40;STILETTO CON PUNTERA;UN;CALZADO;
1S5IMFURR%OR35;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IMFURR%OR36;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IMFURR%OR37;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IMFURR%OR38;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IMFURR%OR39;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IMFURR%OR40;MOCASION PUNTA ARRUGADA;UN;CALZADO;
1S5IPHOSS%XC35;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IPHOSS%XC36;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IPHOSS%XC37;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IPHOSS%XC38;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IPHOSS%XC39;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IPHOSS%XC40;BOTA CON CAÑA VOLCADA;UN;CALZADO;
1S5IPLIMI%CQ35;BOTA CON PELO;UN;CALZADO;
1S5IPLIMI%CQ36;BOTA CON PELO;UN;CALZADO;
1S5IPLIMI%CQ37;BOTA CON PELO;UN;CALZADO;
1S5IPLIMI%CQ38;BOTA CON PELO;UN;CALZADO;
1S5IPLIMI%CQ39;BOTA CON PELO;UN;CALZADO;
1S5IPLIMI%CQ40;BOTA CON PELO;UN;CALZADO;
1S5IPLIMI%FN35;BOTA CON PELO;UN;CALZADO;
1S5IPLIMI%FN36;BOTA CON PELO;UN;CALZADO;
1S5IPLIMI%FN37;BOTA CON PELO;UN;CALZADO;
1S5IPLIMI%FN38;BOTA CON PELO;UN;CALZADO;
1S5IPLIMI%FN39;BOTA CON PELO;UN;CALZADO;
1S5IPLIMI%FN40;BOTA CON PELO;UN;CALZADO;
1S5IPMAGNA%XC35;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAGNA%XC36;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAGNA%XC37;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAGNA%XC38;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAGNA%XC39;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAGNA%XC40;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAGNA%ZO35;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAGNA%ZO36;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAGNA%ZO37;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAGNA%ZO38;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAGNA%ZO39;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAGNA%ZO40;BOTINETA CON CAÑA ARRUGADA;UN;CALZADO;
1S5IPMAIKA%ZO35;MOCASIN CON LOGO;UN;CALZADO;
1S5IPMAIKA%ZO36;MOCASIN CON LOGO;UN;CALZADO;
1S5IPMAIKA%ZO37;MOCASIN CON LOGO;UN;CALZADO;
1S5IPMAIKA%ZO38;MOCASIN CON LOGO;UN;CALZADO;
1S5IPMAIKA%ZO39;MOCASIN CON LOGO;UN;CALZADO;
1S5IPMAIKA%ZO40;MOCASIN CON LOGO;UN;CALZADO;
1S5IPMAJE%XC35;MOCASIN SLIPPER;UN;CALZADO;
1S5IPMAJE%XC36;MOCASIN SLIPPER;UN;CALZADO;
1S5IPMAJE%XC37;MOCASIN SLIPPER;UN;CALZADO;
1S5IPMAJE%XC38;MOCASIN SLIPPER;UN;CALZADO;
1S5IPMAJE%XC39;MOCASIN SLIPPER;UN;CALZADO;
1S5IPMAJE%XC40;MOCASIN SLIPPER;UN;CALZADO;
1S5IPOLYA%XC35;BOTINETA CHELSEA DE PELO;UN;CALZADO;
